x,y,z
-2134.54,-200.828,347.845
-2132.73,-194.735,337.293
-2134.93,-188.598,326.662
-2133.13,-182.118,315.438
-2135.19,-175.979,304.806
-2137.14,-169.938,294.342
-2139.06,-163.788,283.691
-2140.91,-157.633,273.029
-2138.73,-151.193,261.875
-2140.35,-145.347,251.749
-2137.99,-139.033,240.813
-2139.56,-132.881,230.158
-2141.05,-126.726,219.496
-2142.45,-120.668,209.004
-2143.8,-114.504,198.327
-2141.11,-108.135,187.296
-2142.31,-101.975,176.627
-2143.4,-96.1199,166.485
-2144.45,-90.0564,155.983
-2145.45,-83.8869,145.297
-2142.39,-77.5705,134.356
-2143.23,-71.5098,123.859
-2144.02,-65.3444,113.18
-2148.73,-59.287,102.689
-2145.38,-53.007,91.8112
-2145.93,-47.1442,81.6565
-2146.43,-41.0743,71.1431
-2150.86,-34.965,60.5613
-2147.23,-28.7247,49.7528
-2147.52,-22.6514,39.2336
-2147.75,-16.4742,28.5343
-2147.9,-10.2967,17.8345
-2147.98,-4.11863,7.13371
-2152,1.75378,-3.03766
-2151.94,7.84007,-13.5795
-2151.82,14.0292,-24.2994
-2151.62,20.2182,-35.019
-2151.35,26.4062,-45.737
-2155.02,32.5509,-56.3801
-2154.61,38.7485,-67.1146
-2150.13,44.8617,-77.703
-2153.6,50.8303,-88.0409
-2152.99,56.9203,-98.5892
-2152.3,63.1117,-109.313
-2151.54,69.3012,-120.034
-2154.7,75.6283,-130.992
-2153.81,81.721,-141.545
-2152.83,87.9145,-152.273
-2155.77,94.2792,-163.297
-2154.71,100.168,-173.497
-2157.52,106.457,-184.39
-2156.26,112.661,-195.135
-2158.9,119.08,-206.254
-2157.5,125.288,-217.005
-2156.05,131.387,-227.57
-2158.47,137.84,-238.747
-2160.81,144.31,-249.954
-2159.2,150.212,-260.177
-2161.42,156.604,-271.247
-2159.59,162.818,-282.01
-2161.63,169.336,-293.3
-2163.59,175.871,-304.619
-2161.57,181.988,-315.213
-2163.38,188.545,-326.571
-2165.11,195.119,-337.958
-2166.88,201.398,-348.832
-2164.57,207.523,-359.442
-2162.14,213.745,-370.219
-2167.49,220.759,-382.367
-2168.83,227.4,-393.87
-2166.22,233.53,-404.488
-2167.4,240.189,-416.022
-2168.5,246.864,-427.582
-2165.77,252.785,-437.838
-2166.77,259.372,-449.247
-2167.63,266.077,-460.86
-2168.99,271.651,-470.515
-2169.76,278.278,-481.994
-2170.39,285.022,-493.675
-2174.8,292.298,-506.277
-2175.31,298.975,-517.841
-2171.84,305.226,-528.67
-2176.16,312.259,-540.851
-2176.37,319.076,-552.658
-2176.49,325.904,-564.485
-2176.6,332.639,-576.15
-2176.55,339.49,-588.015
-2176.42,346.351,-599.899
-2176.41,352.909,-611.259
-2176.18,359.687,-622.998
-2175.8,366.579,-634.936
-2175.33,373.48,-646.889
-2178.55,381.051,-660.003
-2181.96,388.235,-672.445
-2181.22,395.186,-684.485
-2180.39,402.145,-696.538
-2179.47,409.113,-708.607
-2182.28,416.697,-721.743
-2181.18,423.691,-733.857
-2183.96,431.113,-746.713
-2186.38,438.878,-760.162
-2185.09,445.81,-772.169
-2179.92,452.088,-783.042
-2182.06,459.904,-796.58
-2184.08,467.747,-810.165
-2182.61,474.506,-821.871
-2180.86,481.479,-833.949
-2182.59,489.38,-847.634
-2184.2,497.307,-861.365
-2185.8,505.155,-874.957
-2187.49,512.818,-888.23
-2188.78,520.82,-902.09
-2189.96,528.846,-915.992
-2191.02,536.896,-929.935
-2192.07,544.865,-943.738
-2192.91,552.962,-957.762
-2191.36,558.911,-968.066
-2188.45,566.124,-980.558
-2189.31,573.952,-994.118
-2189.74,582.117,-1008.26
-2193.68,591.148,-1023.9
-2197.37,600.325,-1039.8
-2193.93,607.604,-1052.4
-2193.88,615.862,-1066.71
-2201.02,625.802,-1083.92
-2197.37,633.015,-1096.42
-2196.96,641.342,-1110.84
-2196.43,649.687,-1125.29
-2199.22,659.078,-1141.56
-2201.98,668.401,-1157.71
-2204.87,677.549,-1173.55
-2203.83,685.994,-1188.18
-2202.67,694.454,-1202.83
-2204.89,703.902,-1219.2
-2206.83,713.49,-1235.81
-2202.35,720.604,-1248.13
-2204.02,730.241,-1264.82
-2205.69,739.805,-1281.39
-2203.76,748.384,-1296.24
-2208.3,759.243,-1315.05
-2212.66,770.153,-1333.95
-2217.29,780.794,-1352.38
-2218.19,790.535,-1369.25
-2212.31,798.072,-1382.31
-2211.4,805.509,-1395.19
-2208.54,814.23,-1410.29
-2208.75,824.157,-1427.49
-2212,835.318,-1446.82
-2212.05,845.204,-1463.94
-2215.44,856.128,-1482.86
-2224.46,869.878,-1506.68
-2226.96,881.226,-1526.33
-2226.32,891.261,-1543.71
-2225.35,901.426,-1561.32
-2221.66,910.028,-1576.22
-2223.47,921.508,-1596.11
-2222.2,931.637,-1613.65
-2226.7,944.482,-1635.9
-2234.01,958.686,-1660.5
-2235.02,970.341,-1680.69
-2239.42,983.031,-1702.67
-2237.23,993.333,-1720.51
-2237.67,1005.1,-1740.89
-2237.91,1016.9,-1761.32
-2238.15,1028.62,-1781.64
-2235.06,1039.13,-1799.83
-2235.33,1050.7,-1819.87
-2226.11,1058.49,-1833.37
-2213.89,1064.88,-1844.43
-2181.74,1061.36,-1838.33
-2155.24,1060.6,-1837.02
-2143.61,1066.47,-1847.19
-2108.76,1061.27,-1838.18
-2082.7,1060.08,-1836.13
-2064.9,1063.19,-1841.5
-2041.55,1063.34,-1841.76
-2023.78,1066.29,-1846.88
-2011.68,1072,-1856.76
-1993.87,1074.83,-1861.67
-1970.66,1074.65,-1861.36
-1947.52,1074.38,-1860.88
-1933.29,1078.1,-1867.33
-1910.24,1077.66,-1866.56
-1884.63,1075.61,-1863.02
-1866.99,1077.99,-1867.14
-1841.75,1075.66,-1863.1
-1819.01,1074.83,-1861.66
-1801.49,1076.97,-1865.38
-1783.97,1079.05,-1868.98
-1764.14,1079.44,-1869.65
-1744.15,1079.82,-1870.32
-1732.32,1084.57,-1878.55
-1719.82,1089.54,-1887.14
-1695.16,1086.5,-1881.88
-1672.86,1085.02,-1879.32
-1653.21,1087.51,-1883.62
-1640.67,1092.24,-1891.83
-1623.31,1093.73,-1894.41
-1604.24,1093.31,-1893.68
-1587.15,1094.6,-1895.9
-1565.21,1092.64,-1892.51
-1545.68,1092.22,-1891.79
-1526.43,1091.66,-1890.82
-1509.3,1092.74,-1892.69
-1501.21,1100.37,-1905.9
-1508.64,1119.6,-1939.2
-1507.03,1132.17,-1960.98
-1479.01,1150.89,-1993.41
-1471.55,1174.58,-2034.43
-1451.92,1173.62,-2032.77
-1434.9,1174.15,-2033.7
-1421.37,1178.26,-2040.81
-1405.74,1180.61,-2044.88
-1386.06,1179.46,-2042.89
-1363.96,1178.96,-2042.02
-1348.62,1181.06,-2045.66
-1329.8,1179.5,-2042.96
-1312.32,1179.81,-2043.5
-1296.8,1181.81,-2046.96
-1279.6,1181.94,-2047.19
-1256.56,1176.78,-2038.25
-1239.27,1176.84,-2038.35
-1222.03,1176.83,-2038.34
-1201.4,1173.15,-2031.96
-1184.28,1173.01,-2031.73
-1168.98,1174.61,-2034.49
-1153.69,1176.16,-2037.17
-1141.04,1179.24,-2042.51
-1124.01,1178.89,-2041.9
-1107.03,1178.48,-2041.2
-1091.77,1179.83,-2043.53
-1073.43,1177.44,-2039.39
-1058.23,1178.68,-2041.55
-1043.03,1179.88,-2043.62
-1026.25,1179.19,-2042.43
-1008.17,1176.56,-2037.87
-991.508,1175.75,-2036.47
-977.108,1176.6,-2037.94
-963.556,1179.39,-2042.77
-945.723,1176.53,-2037.81
-927.76,1173.65,-2032.83
-912.793,1174.43,-2034.19
-897.84,1175.17,-2035.46
-881.717,1173.95,-2033.34
-866.812,1174.59,-2034.45
-851.922,1175.18,-2035.48
-450.588,660.639,-1144.27
-442.345,660.976,-1144.85
-434.861,662.216,-1147
-399.958,635.265,-1100.32
-392.643,636.405,-1102.29
-384.736,636.567,-1102.57
-376.839,636.704,-1102.81
